Max Efficency	Low Efficiency	High Efficiency	Avg Efficiency	Max Time	Low Time	High Time	Avg Time	L1	L2
4.40161410333e-09	4.18153339816e-09	4.62169480849e-09	5.83989506798e-10	2500.0	2000.0	40000.0	21000.0	0	0
4.91340967943e-05	4.66773919546e-05	5.15908016341e-05	2.07379772514e-06	500.0	500.0	40000.0	20250.0	0	200
7.56736381223e-05	7.18899562162e-05	7.94573200285e-05	2.15970666519e-06	500.0	500.0	40000.0	20250.0	0	400
8.76058370426e-05	8.32255451905e-05	9.19861288947e-05	1.96883371113e-06	500.0	500.0	40000.0	20250.0	0	600
9.02273694517e-05	8.57160009791e-05	9.47387379243e-05	1.7285028507e-06	500.0	500.0	40000.0	20250.0	0	800
8.71631267303e-05	8.28049703938e-05	9.15212830668e-05	1.49185055996e-06	500.0	500.0	40000.0	20250.0	0	1000
1.86283620473e-07	1.7696943945e-07	1.95597801497e-07	2.32854525592e-09	500.0	500.0	40000.0	20250.0	200	0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200	200
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200	400
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200	600
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200	800
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200	1000
1.43934510089e-08	1.36737784584e-08	1.51131235593e-08	1.79918137611e-10	500.0	500.0	40000.0	20250.0	400	0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400	200
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400	400
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400	600
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400	800
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400	1000
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600	0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600	200
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600	400
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600	600
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600	800
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	600	1000
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800	0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800	200
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800	400
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800	600
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800	800
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	800	1000
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000	0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000	200
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000	400
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000	600
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000	800
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000	1000
